,Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,Matches,LgRank,MP,Matches,Playing Time : MP,Matches
38036,Dimitri Bisoli,2024-2025,30,Brescia,it ITA,Coppa Italia,1,1,90,1.0,0,2,2,0,0,0,0,0,,,,,,,,0.00,2.00,2.00,0.00,2.00,,,,,,Matches,,,,,,
38050,Daniele Dessena,2010-2011,23,Sampdoria,,2. Europa Lg,6,5,451,5.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38051,Daniele Dessena,2011-2012,24,Cagliari,it ITA,1. Serie A,12,12,1055,11.7,1,0,1,1,0,0,3,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Matches,,,,,,
38052,Daniele Dessena,2012-2013,25,Cagliari,it ITA,1. Serie A,31,28,2307,25.6,3,1,4,3,0,0,13,0,,,,,,,,0.12,0.04,0.16,0.12,0.16,,,,,,Matches,,,,,,
38053,Daniele Dessena,2013-2014,26,Cagliari,it ITA,1. Serie A,33,30,2655,29.5,0,0,0,0,0,0,6,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38054,Daniele Dessena,2014-2015,27,Cagliari,it ITA,Coppa Italia,2,2,162,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38055,Daniele Dessena,2015-2016,28,Cagliari,it ITA,Coppa Italia,2,2,152,1.7,1,0,1,1,0,0,0,0,,,,,,,,0.59,0.00,0.59,0.59,0.59,,,,,,Matches,,,,,,
38056,Daniele Dessena,2016-2017,29,Cagliari,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38057,Daniele Dessena,2017-2018,30,Cagliari,it ITA,Coppa Italia,1,1,90,1.0,1,0,1,1,0,0,1,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,,
38058,Daniele Dessena,2018-2019,31,Cagliari,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38059,Daniele Dessena,2019-2020,32,Brescia,it ITA,1. Serie A,24,22,1869,20.8,2,0,2,2,0,0,7,1,1.9,1.9,0.3,2.2,21,96,44,0.10,0.00,0.10,0.10,0.10,0.09,0.02,0.11,0.09,0.11,Matches,,,,,,
38060,Daniele Dessena,2020-2021,33,Brescia,it ITA,Coppa Italia,1,0,26,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38072,Ernesto Torregrossa,2014-2015,22,Crotone,it ITA,Coppa Italia,1,0,66,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38073,Ernesto Torregrossa,2015-2016,23,Trapani,it ITA,Coppa Italia,2,2,194,2.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38074,Ernesto Torregrossa,2016-2017,24,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38075,Ernesto Torregrossa,2017-2018,25,Brescia,it ITA,Coppa Italia,2,2,135,1.5,1,0,1,1,0,0,0,0,,,,,,,,0.67,0.00,0.67,0.67,0.67,,,,,,Matches,,,,,,
38076,Ernesto Torregrossa,2018-2019,26,Brescia,it ITA,Coppa Italia,2,2,225,2.5,1,0,1,0,1,1,0,0,,,,,,,,0.40,0.00,0.40,0.00,0.00,,,,,,Matches,,,,,,
38077,Ernesto Torregrossa,2019-2020,27,Brescia,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38078,Ernesto Torregrossa,2020-2021,28,Sampdoria,it ITA,1. Serie A,6,1,170,1.9,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,3,14,0.53,0.00,0.53,0.53,0.53,0.21,0.12,0.33,0.21,0.33,Matches,,,,,,
38079,Ernesto Torregrossa,2021-2022,29,Sampdoria,it ITA,Coppa Italia,2,1,91,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38080,Ernesto Torregrossa,2022-2023,30,Pisa,it ITA,2. Serie B,24,14,1025,11.4,6,2,8,2,4,4,1,0,5.8,2.6,1.2,3.8,14,27,60,0.53,0.18,0.70,0.18,0.35,0.51,0.10,0.61,0.23,0.34,Matches,,,,,,
38081,Ernesto Torregrossa,2023-2024,31,Pisa,it ITA,Coppa Italia,1,1,74,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38082,Ernesto Torregrossa,2024-2025,32,Salernitana,it ITA,Coppa Italia,1,0,26,0.3,0,0,0,0,0,1,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38095,Andrea Cistana,2014-2015,17,Brescia,it ITA,2. Serie B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38096,Andrea Cistana,2015-2016,18,Brescia,it ITA,2. Serie B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38097,Andrea Cistana,2016-2017,19,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38098,Andrea Cistana,2018-2019,21,Brescia,it ITA,2. Serie B,30,26,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.4,0.5,33.0,110.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches,,,,,,
38099,Andrea Cistana,2019-2020,22,Brescia,it ITA,1. Serie A,21,21,1838.0,20.4,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.4,0.4,0.4,0.8,14.0,42.0,4.0,0.05,0.0,0.05,0.05,0.05,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,
38100,Andrea Cistana,2020-2021,23,Brescia,it ITA,2. Serie B,13,13,1115.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.4,4.0,45.0,0.0,0.08,0.0,0.08,0.08,0.08,0.02,0.01,0.04,0.02,0.04,Matches,,,,,,
38101,Andrea Cistana,2021-2022,24,Brescia,it ITA,Coppa Italia,1,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,
38102,Andrea Cistana,2022-2023,25,Brescia,it ITA,Coppa Italia,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,
38103,Andrea Cistana,2023-2024,26,Brescia,it ITA,2. Serie B,22,22,1950.0,21.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.3,1.3,0.8,2.0,31.0,90.0,14.0,0.0,0.05,0.05,0.0,0.05,0.06,0.04,0.09,0.06,0.09,Matches,,,,,,
38104,Andrea Cistana,2024-2025,27,Brescia,it ITA,Coppa Italia,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,1.0,0.0,1.0,,,,,,Matches,,,,,,
38109,Alfredo Donnarumma,2013-2014,22,Cittadella,it ITA,2. Serie B,20,9,849,9.4,3,1,4,3,0,0,1,0,,,,,,,,0.32,0.11,0.42,0.32,0.42,,,,,,,,,,,,
38110,Alfredo Donnarumma,2014-2015,23,Teramo,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38111,Alfredo Donnarumma,2015-2016,24,Teramo,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38112,Alfredo Donnarumma,2016-2017,25,Salernitana,it ITA,Coppa Italia,2,2,240,2.7,1,0,1,1,0,0,0,0,,,,,,,,0.37,0.00,0.37,0.37,0.37,,,,,,Matches,,,,,,
38113,Alfredo Donnarumma,2017-2018,26,Empoli,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38114,Alfredo Donnarumma,2018-2019,27,Brescia,it ITA,Coppa Italia,2,2,189,2.1,2,0,2,2,0,0,0,0,,,,,,,,0.95,0.00,0.95,0.95,0.95,,,,,,Matches,,,,,,
38115,Alfredo Donnarumma,2019-2020,28,Brescia,it ITA,Coppa Italia,1,1,82,0.9,1,0,1,1,0,0,0,0,,,,,,,,1.10,0.00,1.10,1.10,1.10,,,,,,Matches,,,,,,
38116,Alfredo Donnarumma,2020-2021,29,Brescia,it ITA,2. Serie B,24,15,1480,16.4,7,3,10,4,3,3,2,0,8.7,6.3,2.7,9.1,18,30,110,0.43,0.18,0.61,0.24,0.43,0.53,0.17,0.70,0.38,0.55,Matches,,,,,,
38117,Alfredo Donnarumma,2021-2022,30,Ternana,it ITA,Coppa Italia,1,1,73,0.8,1,1,2,1,0,1,0,0,,,,,,,,1.23,1.23,2.47,1.23,2.47,,,,,,Matches,,,,,,
38118,Alfredo Donnarumma,2022-2023,31,Ternana,it ITA,2. Serie B,21,6,636,7.1,1,3,4,1,0,0,0,0,2.0,2.0,0.9,2.8,10,5,29,0.14,0.42,0.57,0.14,0.57,0.28,0.12,0.40,0.28,0.40,Matches,,,,,,
38119,Alfredo Donnarumma,2023-2024,32,Catanzaro,it ITA,2. Serie B,20,5,580,6.4,2,1,3,1,1,1,0,0,3.6,2.9,0.6,3.5,9,14,32,0.31,0.16,0.47,0.16,0.31,0.56,0.10,0.66,0.44,0.54,Matches,,,,,,
38132,Nikolas Spalek,2017-2018,20,Brescia,it ITA,2. Serie B,15,7,714,7.9,2,3,5,2,0,0,1,0,,,,,,,,0.25,0.38,0.63,0.25,0.63,,,,,,Matches,,,,,,
38133,Nikolas Spalek,2018-2019,21,Brescia,it ITA,Coppa Italia,1,0,21,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38134,Nikolas Spalek,2019-2020,22,Brescia,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38135,Nikolas Spalek,2020-2021,23,Brescia,it ITA,Coppa Italia,1,0,21,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38136,Nikolas Spalek,2021-2022,24,Brescia,it ITA,Coppa Italia,1,0,43,0.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38137,Nikolas Spalek,2022-2023,25,TSC Bačka Top,rs SRB,1. SuperLiga,4,0,40,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38138,Nikolas Spalek,2023-2024,26,MTK Budapest,hu HUN,1. NB I,11,2,322,3.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38149,Florian Aye,2015-2016,18,Auxerre,fr FRA,1. Coupe de la Ligue,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38150,Florian Aye,2016-2017,19,Auxerre,fr FRA,1. Coupe de la Ligue,2,2,129,1.4,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.70,0.70,0.00,0.70,,,,,,Matches,,,,,,
38151,Florian Aye,2017-2018,20,Auxerre,fr FRA,Coupe de France,4,3,265,2.9,2,0,2,2,0,0,0,0,,,,,,,,0.68,0.00,0.68,0.68,0.68,,,,,,Matches,,,,,,
38152,Florian Aye,2018-2019,21,Clermont Foot,fr FRA,Coupe de France,3,2,198,2.2,1,1,2,1,0,0,0,0,,,,,,,,0.45,0.45,0.91,0.45,0.91,,,,,,Matches,,,,,,
38153,Florian Aye,2019-2020,22,Brescia,it ITA,Coppa Italia,1,0,38,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38154,Florian Aye,2020-2021,23,Brescia,it ITA,Coppa Italia,1,1,90,1.0,1,0,1,0,1,1,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00,,,,,,Matches,,,,,,
38155,Florian Aye,2021-2022,24,Brescia,it ITA,Coppa Italia,1,1,77,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38156,Florian Aye,2022-2023,25,Brescia,it ITA,Coppa Italia,1,1,64,0.7,1,0,1,1,0,0,0,0,,,,,,,,1.41,0.00,1.41,1.41,1.41,,,,,,Matches,,,,,,
38157,Florian Aye,2023-2024,26,Auxerre,fr FRA,Coupe de France,3,2,223,2.5,2,0,2,1,1,1,0,0,,,,,,,,0.81,0.00,0.81,0.40,0.40,,,,,,Matches,,,,,,
38158,Florian Aye,2024-2025,27,Auxerre,fr FRA,1. Ligue 1,11,3,311,3.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,3,13,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,Matches,,,,,,
38171,Bruno Martella,2014-2015,21,Crotone,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38172,Bruno Martella,2015-2016,22,Crotone,it ITA,Coppa Italia,3,3,300,3.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38173,Bruno Martella,2016-2017,23,Crotone,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38174,Bruno Martella,2017-2018,24,Crotone,it ITA,Coppa Italia,2,2,178,2.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38175,Bruno Martella,2018-2019,25,Crotone,it ITA,Coppa Italia,2,1,100,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38176,Bruno Martella,2019-2020,26,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38177,Bruno Martella,2020-2021,27,Brescia,it ITA,2. Serie B,34,28,2499,27.8,0,1,1,0,0,0,2,0,0.8,0.8,3.4,4.2,65,108,151,0.00,0.04,0.04,0.00,0.04,0.03,0.12,0.15,0.03,0.15,Matches,,,,,,
38178,Bruno Martella,2021-2022,28,Ternana,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38179,Bruno Martella,2022-2023,29,Ternana,it ITA,Coppa Italia,1,1,76,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38180,Bruno Martella,2023-2024,30,FeralpiSalò,it ITA,Coppa Italia,2,2,159,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38190,Jaromir Zmrhal,2012-2013,18,Slavia Prague,cz CZE,1. First League,28,24,2200,24.4,1,2,3,1,0,0,2,0,,,,,,,,0.04,0.08,0.12,0.04,0.12,,,,,,,,,,,,
38191,Jaromir Zmrhal,2013-2014,19,Slavia Prague,cz CZE,1. First League,29,24,2120,23.6,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.04,0.04,0.00,0.04,,,,,,,,,,,,
38192,Jaromir Zmrhal,2014-2015,20,Slavia Prague,cz CZE,1. First League,26,25,2258,25.1,4,4,8,4,0,0,3,0,,,,,,,,0.16,0.16,0.32,0.16,0.32,,,,,,Matches,,,,,,
38193,Jaromir Zmrhal,2015-2016,21,Slavia Prague,cz CZE,1. First League,27,24,2116,23.5,4,4,8,4,0,0,1,0,,,,,,,,0.17,0.17,0.34,0.17,0.34,,,,,,Matches,,,,,,
38194,Jaromir Zmrhal,2016-2017,22,Slavia Prague,cz CZE,1. First League,30,27,2268,25.2,7,9,16,7,0,0,1,0,,,,,,,,0.28,0.36,0.63,0.28,0.63,,,,,,Matches,,,,,,
38195,Jaromir Zmrhal,2017-2018,23,Slavia Prague,,2. Europa Lg,5,5,364,4.0,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.7,8,10,30,0.00,0.25,0.25,0.00,0.25,0.16,0.02,0.18,0.16,0.18,Matches,,,,,,
38196,Jaromir Zmrhal,2018-2019,24,Slavia Prague,,2. Europa Lg,12,10,882,9.8,2,0,2,2,0,0,0,0,1.7,1.7,1.1,2.7,22,29,83,0.20,0.00,0.20,0.20,0.20,0.18,0.11,0.29,0.18,0.29,Matches,,,,,,
38197,Jaromir Zmrhal,2019-2020,25,Brescia,it ITA,Coppa Italia,1,1,76,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38198,Jaromir Zmrhal,2020-2021,26,Mladá Boleslav,cz CZE,1. First League,18,17,1470,16.3,4,5,9,4,0,0,0,0,,,,,,,,0.24,0.31,0.55,0.24,0.55,,,,,,Matches,,,,,,
38199,Jaromir Zmrhal,2021-2022,27,Slovan Bratislava,,3. Conf Lg,6,5,421,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,7,21,28,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22,Matches,,,,,,
38200,Jaromir Zmrhal,2022-2023,28,Slovan Bratislava,,3. Conf Lg,6,3,252,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.8,6,16,27,0.00,0.00,0.00,0.00,0.00,0.11,0.15,0.27,0.11,0.27,Matches,,,,,,
38201,Jaromir Zmrhal,2023-2024,29,Slovan Bratislava,,3. Conf Lg,6,4,354,3.9,0,2,2,0,0,0,1,0,0.0,0.0,1.6,1.6,7,17,12,0.00,0.51,0.51,0.00,0.51,0.01,0.40,0.40,0.01,0.40,Matches,,,,,,
38214,Massimiliano Mangraviti,2015-2016,17,Brescia,it ITA,2. Serie B,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38215,Massimiliano Mangraviti,2016-2017,18,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38216,Massimiliano Mangraviti,2017-2018,19,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38217,Massimiliano Mangraviti,2019-2020,21,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38218,Massimiliano Mangraviti,2020-2021,22,Brescia,it ITA,Coppa Italia,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,,
38219,Massimiliano Mangraviti,2021-2022,23,Brescia,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38220,Massimiliano Mangraviti,2022-2023,24,Brescia,it ITA,Coppa Italia,2,2,169,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38221,Massimiliano Mangraviti,2023-2024,25,Brescia,it ITA,2. Serie B,27,24,2097,23.3,0,1,1,0,0,0,1,0,0.7,0.7,0.5,1.1,17,75,8,0.00,0.04,0.04,0.00,0.04,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,
38222,Massimiliano Mangraviti,2024-2025,26,Cesena,it ITA,Coppa Italia,3,2,225,2.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38230,Andrea Papetti,2019-2020,17,Brescia,it ITA,1. Serie A,11,10,917.0,10.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,0.2,8.0,20.0,0.0,0.1,0.0,0.1,0.1,0.1,0.01,0.0,0.02,0.01,0.02,Matches,,,,,,
38231,Andrea Papetti,2020-2021,18,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38232,Andrea Papetti,2021-2022,19,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38233,Andrea Papetti,2022-2023,20,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38234,Andrea Papetti,2023-2024,21,Brescia,it ITA,2. Serie B,33,28,2551.0,28.3,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.2,2.2,28.0,88.0,22.0,0.04,0.07,0.11,0.04,0.11,0.04,0.04,0.08,0.04,0.08,Matches,,,,,,
38235,Andrea Papetti,2024-2025,22,Brescia,it ITA,Coppa Italia,2,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,
38247,Birkir Bjarnason,2011-2012,23,Standard Liège,,2. Europa Lg,3,1,99,1.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38248,Birkir Bjarnason,2012-2013,24,Pescara,it ITA,1. Serie A,24,17,1619,18.0,2,0,2,2,0,0,4,0,,,,,,,,0.11,0.00,0.11,0.11,0.11,,,,,,Matches,,,,,,
38249,Birkir Bjarnason,2013-2014,25,Sampdoria,it ITA,1. Serie A,14,8,695,7.7,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.26,0.26,0.00,0.26,,,,,,Matches,,,,,,
38250,Birkir Bjarnason,2014-2015,26,Pescara,it ITA,Coppa Italia,3,3,238,2.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38251,Birkir Bjarnason,2015-2016,27,Basel,,2. Europa Lg,10,9,800,8.9,2,0,2,2,0,0,1,0,,,,,,,,0.23,0.00,0.23,0.23,0.23,,,,,,Matches,,,,,,
38252,Birkir Bjarnason,2016-2017,28,Basel,,1. Champions Lg,5,5,434,4.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38253,Birkir Bjarnason,2017-2018,29,Aston Villa,eng ENG,2. Championship,23,11,1097,12.2,3,2,5,3,0,0,1,0,,,,,,,,0.25,0.16,0.41,0.25,0.41,,,,,,Matches,,,,,,
38254,Birkir Bjarnason,2018-2019,30,Aston Villa,eng ENG,2. Championship,17,11,930,10.3,2,0,2,2,0,0,3,0,1.6,1.6,0.6,2.2,7,34,23,0.19,0.00,0.19,0.19,0.19,0.16,0.06,0.21,0.16,0.21,Matches,,,,,,
38255,Birkir Bjarnason,2019-2020,31,Brescia,it ITA,1. Serie A,13,9,798,8.9,0,1,1,0,0,0,1,0,0.4,0.4,1.5,1.9,12,18,22,0.00,0.11,0.11,0.00,0.11,0.04,0.17,0.22,0.04,0.22,Matches,,,,,,
38256,Birkir Bjarnason,2020-2021,32,Brescia,it ITA,2. Serie B,26,17,1481,16.5,6,3,9,6,0,0,6,1,3.9,3.9,2.4,6.3,62,84,95,0.36,0.18,0.55,0.36,0.55,0.24,0.14,0.38,0.24,0.38,Matches,,,,,,
38257,Birkir Bjarnason,2021-2022,33,Adana Demirspor,tr TUR,1. Süper Lig,32,22,1842,20.5,5,1,6,5,0,0,2,0,,,,,,,,0.24,0.05,0.29,0.24,0.29,,,,,,Matches,,,,,,
38258,Birkir Bjarnason,2022-2023,34,Adana Demirspor,tr TUR,1. Süper Lig,9,2,221,2.5,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.81,0.81,0.00,0.81,,,,,,Matches,,,,,,
38260,Birkir Bjarnason,2023-2024,35,Brescia,it ITA,2. Serie B,37,22,1928,21.4,5,0,5,5,0,0,3,0,3.2,3.2,3.5,6.7,42,80,85,0.23,0.00,0.23,0.23,0.23,0.15,0.16,0.31,0.15,0.31,Matches,,,,,,
38261,Birkir Bjarnason,2024-2025,36,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38285,Alessandro Semprini,2015-2016,17,Brescia,it ITA,2. Serie B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38286,Alessandro Semprini,2016-2017,18,Juventus,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38287,Alessandro Semprini,2017-2018,19,Brescia,it ITA,Coppa Italia,2,2,167,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38288,Alessandro Semprini,2018-2019,20,Brescia,it ITA,2. Serie B,6,4,375,4.2,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,19,34,14,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches,,,,,,
38289,Alessandro Semprini,2019-2020,21,Brescia,it ITA,1. Serie A,12,6,629,7.0,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1.1,14,32,19,0.14,0.00,0.14,0.14,0.14,0.12,0.04,0.16,0.12,0.16,Matches,,,,,,
38290,Alessandro Semprini,2020-2021,22,Brescia,it ITA,2. Serie B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38291,Alessandro Semprini,2021-2022,23,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38299,Emanuele Ndoj,2016-2017,19,Brescia,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38300,Emanuele Ndoj,2017-2018,20,Brescia,it ITA,Coppa Italia,2,2,172,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
